strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,deflated_sharpe_probability,target_gate,selection_score
ETF_RPAR,Live risk-parity ETF,risk_parity_live,short_live_product,"Buy-and-hold live ETF RPAR, evaluated only from its actual inception through 2021.",ETF-only,2019-12-13,2021-12-31,2.0515873015873014,0.13004563579229478,0.12977231115429522,0.12274310102646394,0.9642933520068541,-0.19821086133567134,0.033133924928670865,0.6560974253174838,-0.018642497160066954,0.0006394070812072439,0.19400261857876266,90,0.6432985892504206,0.0,,0.13004563579229478,,,,,"{""RPAR"": 1.0}",,,,,,,-0.13554876472255672,-0.19821086133567156,,False,0.5648975173754786
ETF_DBMF,Live alternative/trend ETF,managed_futures_live,short_live_product,"Buy-and-hold live ETF DBMF, evaluated only from its actual inception through 2021.",ETF-only,2019-05-08,2021-12-31,2.6587301587301586,0.08933759296244648,0.08913271280038337,0.12607153843985994,0.6095263723057153,-0.10427778194209736,0.042187846338176634,0.8567270160392675,-0.020187860218324388,0.018011409994417082,0.11492396875067445,243,0.5598282155123178,0.0,,0.08933759296244648,,,,,"{""DBMF"": 1.0}",,,,,,,-0.05934152768489864,-0.10427778194209758,,False,0.5359758679038817
ETF_UJAN,Live protection ETF,protection_live,short_live_product,"Buy-and-hold live ETF UJAN, evaluated only from its actual inception through 2021.",ETF-only,2019-01-03,2021-12-31,3.0,0.08063260485748414,0.08045472694577316,0.07624080542042125,0.7756680590565969,-0.136923597695928,0.023294112243376085,0.5888875709835522,-0.012499688270946602,0.05790355178202433,0.1109622289943073,116,0.4077865789460873,0.0,,0.08063260485748414,0.08063260485748414,0.0,,,"{""UJAN"": 1.0}",,,,,,,-0.13170697890182959,-0.13692359769592832,,False,0.41723644622294137
all_weather_sleeve_trend_200,All weather / risk balance,all_weather_trend,long_rule,Fixed all-weather sleeve budgets; failed 200d trend moves to SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06952193799557249,0.06777576513229544,0.06612199537088255,0.822815497394087,-0.11487271140846977,0.029603392655933716,0.6052084706903377,-0.009444646203270714,-0.044381521402117485,0.17600505026316338,374,0.11892174914901049,3.266954077447572,0.08134667168451792,0.06171757237088804,0.014453710510603068,0.032759761747187296,0.028563332616725834,0.0,"{""DBC"": 0.07979846255709129, ""IEF"": 0.14725223458107342, ""SHY"": 0.07398737375800044, ""SPY"": 0.31381705249364705, ""TLT"": 0.3851448766101878}",0.15744814136576757,-0.07514477544644194,0.09082033178978621,-0.031226577923779253,-0.062475896056447766,-0.062475896056447766,0.0414233181064787,-0.08334167860890951,0.9537677255013418,False,0.40100880590092236
ETF_NTSX,Live capital-efficient ETF,capital_efficiency_live,short_live_product,"Buy-and-hold live ETF NTSX, evaluated only from its actual inception through 2021.",ETF-only,2018-08-02,2021-12-31,3.4166666666666665,0.19545064162125714,0.1952764126943769,0.18958123301789317,0.915339725822093,-0.2832700103948578,0.05029775218824999,0.6899799994669862,-0.028968528416862916,-0.08742727184357868,0.32150363566111007,123,0.3265748108792517,0.0,,0.19545064162125714,0.17873038292750998,1.0,,,"{""NTSX"": 1.0}",,,,,-0.15898651706435962,-0.16289078482900365,-0.28076306908760984,-0.2832700103948578,,False,0.37948742632248444
retail_all_weather_fixed,Fixed allocation,all_weather_static,long_rule,"Quarterly rebalanced fixed ETF weights: {'SPY': 0.3, 'TLT': 0.4, 'IEF': 0.15, 'GLD': 0.075, 'DBC': 0.075}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08154835067631172,0.08139995142497058,0.07545074402723381,0.86039121270126,-0.15168163055915784,0.03458410062423705,0.5376283889861455,-0.010826996085657516,-0.026600608759436373,0.1918049699139086,376,0.13616004378496588,0.2744495483301611,0.08772332606767885,0.07745479557799495,0.02352669546226105,0.30079417604235603,0.041048309174565034,0.1544876886417792,"{""DBC"": 0.0731205743969733, ""GLD"": 0.07474435629918025, ""IEF"": 0.14350119417481652, ""SPY"": 0.3159349414113813, ""TLT"": 0.39269893371764863}",-0.0851580122042126,-0.15168163055915707,0.07658691192277223,-0.029379259245809974,-0.04279168624276086,-0.045647513678642615,-0.051284335073420007,-0.13591908645977846,0.9649215542285134,False,0.36445996292800037
all_weather_inverse_vol_63,All weather / risk balance,all_weather_dynamic,long_rule,"Monthly inverse-vol across stock, Treasury, gold, commodity sleeves; 63d risk.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06323201064828754,0.0627296979728682,0.06523726912713547,0.7341104293791273,-0.11156301269255287,0.03186354352245321,0.5667829249335828,-0.009333759870052838,-0.056588522024892174,0.15680701627277815,585,0.13145524971035094,0.9450960625347854,0.10034931348794895,0.039206336186533575,-0.026501291946819494,0.1783587028457975,0.002599227287505279,0.08141382049245433,"{""DBC"": 0.12042725472840785, ""GLD"": 0.17867560046097486, ""IEF"": 0.36853866448860817, ""SPY"": 0.19296864628776966, ""TLT"": 0.13938983403423946}",0.07716383470586852,-0.11156301269255231,0.03457209679102635,-0.04318617068532615,-0.012173350473868916,-0.03103271009556341,-0.057320301313227295,-0.10876127077411046,0.9089399530002245,False,0.3429025095875966
all_weather_vol_target_12,All weather / risk balance,all_weather_vol,long_rule,Monthly unlevered fixed all-weather portfolio scaled to 12% vol; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.07723081055104886,0.07690725070795534,0.07242993347287838,0.8366567816171816,-0.15310325542327996,0.0356187963812477,0.5044361097190988,-0.01036797144383259,-0.03696705417967616,0.18820447975967802,376,0.12377502575123696,0.6008036842414468,0.08480751755644489,0.07221351457593816,0.024773332699726813,0.22534745201853076,0.041730210719595595,0.09610802223987291,"{""DBC"": 0.07961469785109083, ""GLD"": 0.07611985140933782, ""IEF"": 0.14691313326597802, ""SPY"": 0.3130943756833242, ""TLT"": 0.3842579417902692}",-0.08298838900361982,-0.15310325542328185,0.06435556329812098,-0.025967746842449735,-0.04552098791817916,-0.048285921401629905,-0.06541905354869426,-0.13821758608216805,0.956775680503416,False,0.3235227503479027
all_weather_vol_target_10,All weather / risk balance,all_weather_vol,long_rule,Monthly unlevered fixed all-weather portfolio scaled to 10% vol; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.07578352819214662,0.07543335431756604,0.07115598402214623,0.8317309797304607,-0.15310325542327996,0.03640396729873791,0.49498312744970824,-0.010236024634089095,-0.046923729122940294,0.1882044797596769,383,0.12370985546904216,0.6510926056635459,0.08284876953467646,0.07110311994614227,0.024773332699726813,0.21078755790866976,0.04173021071959515,0.08737092930897537,"{""DBC"": 0.07961469785109083, ""GLD"": 0.07611985140933784, ""IEF"": 0.14691313326597802, ""SPY"": 0.3130943756833242, ""TLT"": 0.38425794179026923}",-0.07930546297084451,-0.15310325542328185,0.06435556329812098,-0.02596774684245018,-0.04552098791817971,-0.04828592140163024,-0.0654190535486937,-0.13821758608216783,0.9547436499942291,False,0.31159769438631907
sector_downside_vol_budget,Sector allocation,sector_downside,long_rule,Downside/trend sectors scaled to 8% downside-vol budget; 50% cap below SPY 200d MA.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08143196005994247,0.07945183046077764,0.1038303987912188,0.612470246622564,-0.14808608657189004,0.05399544801570476,0.5498960904771456,-0.016657094346457037,-0.08061265130046757,0.30924736455386603,481,0.18206068993481736,3.6649561397224777,0.048980986021620154,0.1036019884141659,0.0052850814688145675,0.22733289212442093,0.017004856460973716,0.32922954725972997,"{""XLB"": 0.11798118819124341, ""XLE"": 0.06355981665380876, ""XLF"": 0.09650049091789774, ""XLK"": 0.131102886459558, ""XLP"": 0.170327670344398, ""XLU"": 0.12834751159155425, ""XLV"": 0.16931980354719814, ""XLY"": 0.12286063229434169}",-0.039503308162261885,-0.08175256141131704,-0.0864246108650848,-0.14269087186547746,-0.11735763828252654,-0.12100630794031486,-0.09666730384163025,-0.12052781836281823,0.805034753992064,False,0.30565492724579163
all_weather_inverse_vol_126,All weather / risk balance,all_weather_dynamic,long_rule,"Monthly inverse-vol across stock, Treasury, gold, commodity sleeves; 126d risk.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.062355179323141385,0.06204438311035454,0.06548926489006733,0.7185428015229978,-0.11833782327099096,0.03357870560775834,0.5269251841851901,-0.0093589422474191,-0.05800161977758167,0.15012172916093047,926,0.1258391648639887,0.5852171207719419,0.09792157367785204,0.039306790457076524,-0.028217233218017168,0.16313699536730641,0.0037001527746001184,0.08022239872915012,"{""DBC"": 0.11345294881161916, ""GLD"": 0.16390538498940027, ""IEF"": 0.3759534009616626, ""SPY"": 0.2039643974063341, ""TLT"": 0.14272386783098406}",0.0716317616217308,-0.11833782327099074,0.041081481975923095,-0.03856752782375639,-0.013385282851984592,-0.030814659221639618,-0.0590536986458825,-0.11090352709429119,0.8985984741161708,False,0.305356395351333
all_weather_inverse_vol_126_cap35,All weather / risk balance,all_weather_dynamic,long_rule,Monthly 126d inverse-vol all-weather with 35% sleeve cap; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.06527279444477019,0.06497922682022206,0.06745961493832289,0.7372367263542783,-0.12605326529377425,0.03395611479343826,0.5178191480613236,-0.00966209277821757,-0.05897181704401644,0.1528343253762754,925,0.12152179600361396,0.5512441761281112,0.09824075687630329,0.04386452936018426,-0.02932822448550798,0.18266048974189278,0.00483775704235101,0.08022239872915012,"{""DBC"": 0.11980226254123758, ""GLD"": 0.17307823348890972, ""IEF"": 0.3410290761142331, ""SPY"": 0.21537912009420088, ""TLT"": 0.1507113077614189}",0.058880889797413793,-0.12605326529377447,0.03884852331737321,-0.04047084148632396,-0.018311234324785652,-0.03367541745367009,-0.06078552302490492,-0.11222294468006988,0.9106697535838878,False,0.30355723042858357
ETF_USMV,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF USMV, evaluated only from its actual inception through 2021.",ETF-only,2011-10-20,2021-12-31,10.186507936507937,0.14296007874037198,0.14290461482775552,0.1375731201032574,0.9584577853667143,-0.33098870973780137,0.0402159244029347,0.4319182936892934,-0.020308940928544815,0.013351188853174545,0.27685237874036317,226,0.1749319668074911,0.0,0.1414066817899149,0.14316580349686014,0.01041429003885841,0.9260485651214128,0.042336309703418396,0.9571865443425076,"{""USMV"": 1.0}",,,,,-0.12266219447951554,-0.1228158914225872,-0.33050841035316714,-0.33050841035316714,,False,0.2799053685027103
QQQ_vol_target_15,Equity P&L control,pnl_vol,long_rule,Weekly unlevered QQQ 63d volatility target 15%; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.133052182953042,0.13195467175536568,0.15177059383675431,0.7579241870637957,-0.2809605906173811,0.07811522695872014,0.4735617285708075,-0.02339039471499731,-0.20537280621530885,0.36519856975308684,541,0.14102044675355105,1.9381057919661175,0.08253876691881756,0.16799925389271908,0.015085914301494086,0.8596955658504302,0.049348010469160375,0.8566322478157268,"{""QQQ"": 0.7794763469239855, ""SHY"": 0.22052365307601446}",-0.26150350256375343,-0.2809605906173819,-0.10159748056877982,-0.13421346410690194,-0.16200036594703726,-0.16371062699512373,-0.2134248466480223,-0.22437793691541086,0.9213246216473057,False,0.27399647491853507
QQQ_60_IEF_40,Fixed allocation,balanced_growth,long_rule,"Quarterly rebalanced fixed ETF weights: {'QQQ': 0.6, 'IEF': 0.4}",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.12672542619252702,0.1265870519694765,0.12018580006334267,0.8779749611528569,-0.3054915278508915,0.060714007283527646,0.4148246829757613,-0.018092481274975925,-0.20847445144685306,0.3487257431285695,590,0.14059058167243393,0.2456340232543548,0.08912945462332389,0.1524846617534119,0.027069040423033375,0.7845797485109199,0.0688603307366118,0.8423351866560762,"{""IEF"": 0.37540025976912716, ""QQQ"": 0.6245997402308728}",-0.2859756934481098,-0.30549152785089106,-0.039626064189578813,-0.07365943169860711,-0.12234796825300043,-0.12259412449405127,-0.14245550796039874,-0.15251190224078937,0.9701287858430956,False,0.24656316489484553
all_weather_sleeve_trend_100,All weather / risk balance,all_weather_trend,long_rule,Fixed all-weather sleeve budgets; failed 100d trend moves to SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.05673890092118894,0.05382897423341371,0.06437644062192406,0.6468340511287718,-0.12135755890887967,0.03519263231325777,0.4675349556412129,-0.009326356956716533,-0.06726665997495263,0.17278200202120564,654,0.182630192993278,5.512969592636737,0.06642577856295384,0.050335552717648335,5.615782669110558e-06,0.07048312375909993,0.019106595652082836,0.0,"{""SHY"": 0.2974631588827703, ""SPY"": 0.31542210178782837, ""TLT"": 0.38711473932940127}",0.046693173051416625,-0.07514477544644149,0.11187567324429715,-0.031226577923779253,-0.014298958425411179,-0.03386148618079288,0.041423318106478035,-0.08334167860890951,0.8417035967943283,False,0.24080291960672678
SPY_fast_exit_slow_reentry,Equity P&L control,pnl_hysteresis,long_rule,Weekly SPY exit on 200d/VIX failure; re-enter after four consecutive good weeks.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.08656172494417502,0.08446140176238037,0.11061706170046907,0.6284382577624535,-0.17716727065973514,0.06386272791572856,0.4885875626002288,-0.01876721327485943,-0.09820169904103171,0.3230772717957029,591,0.1830366266480343,3.867803985219464,0.07042371714692064,0.0974456802337118,0.010663113024015125,0.2948378557246856,0.030675187739982235,0.27362986497220015,"{""SHY"": 1.0}",-0.008699678393069288,-0.08538897255102529,-0.16550390000396054,-0.1668412862817653,-0.0855634216030089,-0.0982215730955629,-0.07207027838240321,-0.12437189310971442,0.819691814329494,False,0.23717779371732303
all_weather_inverse_vol_252,All weather / risk balance,all_weather_dynamic,long_rule,"Monthly inverse-vol across stock, Treasury, gold, commodity sleeves; 252d risk.",ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.05908120361534408,0.0587818506387221,0.06561793545027639,0.6683986479717154,-0.13000947356623227,0.034527055169422054,0.4544376805375313,-0.009437435026594037,-0.05300430452341354,0.14364063347730305,478,0.12380897080858702,0.5653280291473313,0.0867382266316945,0.041051120692591425,-0.028033123487370415,0.13964262078093978,0.0043285926106173545,0.003971405877680699,"{""DBC"": 0.11687846043334506, ""GLD"": 0.1532981704342231, ""IEF"": 0.39969817463422613, ""SPY"": 0.18038923055117068, ""TLT"": 0.14973596394703503}",0.04425684837992172,-0.13000947356623238,0.03218948154560075,-0.03960328874335184,-0.015000477445758942,-0.03074025107835776,-0.05372677821110783,-0.10945687118124048,0.8603716282702398,False,0.23119170571465475
ETF_QUAL,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF QUAL, evaluated only from its actual inception through 2021.",ETF-only,2013-07-18,2021-12-31,8.456349206349206,0.15232759079446456,0.1522588730318466,0.16778731780726053,0.8497735963002596,-0.34056742765293857,0.04668893356328443,0.4472758650005037,-0.02579466955926217,-0.057050529203874656,0.3389380389888914,141,0.20626180699114527,0.0,,0.15232759079446456,0.0003492483877043373,0.8670058139534884,0.029950007404914825,0.8761467889908257,"{""QUAL"": 1.0}",,,,,-0.2001365510413735,-0.20374876457280822,-0.33836304658953986,-0.3405674276529388,,False,0.20860511954165467
sector_defensive_upside_barbell,Sector allocation,sector_barbell,long_rule,50% defensive inverse-downside sleeve plus trend-eligible top cyclical sectors; residual SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.11031203439719928,0.10854183198871659,0.13658837809643196,0.6803401479799771,-0.2535281625053878,0.06396170421110488,0.43510761608132986,-0.021077428421878083,-0.15482825567989333,0.3379470317989066,510,0.15902291494983262,3.1903747612285205,0.06330822577066297,0.14276758716901128,-0.0020631605247958262,0.5777630708140304,0.03403437224063399,0.6572676727561557,"{""XLE"": 0.16249945301603372, ""XLK"": 0.16342242769259846, ""XLP"": 0.1873824776929284, ""XLU"": 0.14119887085356528, ""XLV"": 0.18627369379855654, ""XLY"": 0.1592230769463177}",-0.23057817905290234,-0.25352816250538623,-0.10190353210970793,-0.16021602498557452,-0.08148964309009832,-0.08450739506656024,-0.22406220188836967,-0.2252750207127392,0.8689395720304536,False,0.19768720705406295
ETF_MTUM,Live smart-beta ETF,smart_beta_live,live_product_medium,"Buy-and-hold live ETF MTUM, evaluated only from its actual inception through 2021.",ETF-only,2013-04-18,2021-12-31,8.706349206349206,0.1710969079819602,0.1710296040978032,0.18962012021097124,0.8627802423516282,-0.34082296791322864,0.05081856305300624,0.5020110851963486,-0.029428612774148044,-0.016734618104392585,0.37496056115001064,177,0.23443252193542077,0.0,,0.1710969079819602,0.046541652123236465,0.980542043085476,0.059025442616533974,0.9871657754010695,"{""MTUM"": 1.0}",,,,,-0.2171727522930894,-0.22123025730912793,-0.3392805451465718,-0.3408229679132284,,False,0.19248651424887275
GTAA_trend_100,Cross-asset tactical,tactical_trend,long_rule,Monthly equal sleeve GTAA; each asset below 100d MA moves to SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.04766750191940594,0.04497834905287723,0.07253341681403414,0.4261862473726076,-0.10669960520135047,0.038028638620507794,0.4467448762294261,-0.01114812507269363,-0.05547325935590308,0.17891254530004064,588,0.20052126677565968,5.138695454981237,0.06742392567204014,0.034711487725088475,-0.02150093629984251,0.03441429516876241,-0.002244357336460334,0.0,"{""SHY"": 0.6131684900071807, ""SPY"": 0.13003754454470468, ""TLT"": 0.11969544114251715, ""VNQ"": 0.1370985243055975}",-0.0041232054712365684,-0.10669960520135102,0.011022616804932328,-0.029690623514727732,-0.03265606680672384,-0.03533937660668973,-0.0019429474757701737,-0.044838696598461625,0.5600604509437929,False,0.17491044151181906
ETF_OMFL,Live smart-beta ETF,smart_beta_live,short_live_product,"Buy-and-hold live ETF OMFL, evaluated only from its actual inception through 2021.",ETF-only,2017-11-10,2021-12-31,4.134920634920635,0.20389552423383295,0.2037497302139648,0.23128758271956482,0.8347636270240263,-0.33241950855056,0.06243182103631489,0.6133681056291588,-0.03379734978548126,-0.025480262523616903,0.3557872706779921,121,0.3479543527028901,0.0,,0.20389552423383295,0.1336267110960172,1.0,,,"{""OMFL"": 1.0}",,,,,-0.1739431721071556,-0.18188027457548428,-0.3239348008222289,-0.3279847564542432,,False,0.17402168457175315
GTAA_trend_200,Cross-asset tactical,tactical_trend,long_rule,Monthly equal sleeve GTAA; each asset below 200d MA moves to SHY.,ETF-only,2007-01-03,2021-12-31,14.988095238095237,0.05237159492806609,0.05059843776933337,0.074039446102337,0.4773919125829459,-0.12376759751512956,0.04007280210931304,0.4231446354257955,-0.011369761018087997,-0.0387327835437542,0.15742893903359945,926,0.14640733354307905,3.371789958394585,0.060404968034645234,0.04705453497562928,-0.011684644965372026,0.003970880211780278,-0.006082577894327756,0.0,"{""DBC"": 0.1310814801851129, ""IEF"": 0.12094243579970637, ""SHY"": 0.36460756848301035, ""SPY"": 0.12887342196212845, ""TLT"": 0.11862390317589919, ""VNQ"": 0.13587119039414278}",0.017735506233467202,-0.12376759751513045,-0.03835572893791617,-0.08046974876081048,-0.038405585264351894,-0.038853949178331404,-0.01047262536933169,-0.04483869659846207,0.6359994457612024,False,0.16376243043852023
